,Temps,Marteau,Acc1,Acc2
315,0.0015750000000000002,0.00020786544766236904,0.0002930362904034476,9.401793581701652e-05
316,0.00158,0.0001865139566639349,0.00028872755072275827,7.965848607506619e-05
317,0.001585,0.00018747703327139732,0.00027915922186030364,4.824760003001251e-05
318,0.00159,0.00020851337070309554,0.0002725103399986304,2.0082021123390162e-05
319,0.001595,0.0002396860560485504,0.00027349553080491566,9.391320595115402e-06
320,0.0016,0.00026800580527168525,0.00027996199354735876,1.6649489968681875e-05
321,0.001605,0.00028326227776108426,0.0002841649128784265,2.945514820405139e-05
322,0.00161,0.00028223290083629677,0.00027811765048597447,3.130121256086563e-05
323,0.0016150000000000001,0.0002693318716572275,0.0002596596790225589,1.2858564245086314e-05
324,0.0016200000000000001,0.0002535829532509678,0.00023514045090290242,-2.115513808962415e-05
325,0.0016250000000000001,0.00024362652039801528,0.0002165043492147841,-5.387966422896453e-05
326,0.0016300000000000002,0.00024337179845207034,0.0002140616827736952,-6.61009000947762e-05
327,0.0016350000000000002,0.00025044250871407794,0.0002292194895556752,-4.8191893348457655e-05
328,0.0016400000000000002,0.0002580187646371741,0.00025196267247428356,-6.952160024726669e-06
329,0.0016450000000000002,0.00025888924473053634,0.0002653711247740944,3.7097922749302736e-05
330,0.0016500000000000002,0.0002494401818232073,0.0002552422127990987,6.0820997490581674e-05
331,0.0016550000000000002,0.00023146897305820378,0.00021944958415166425,5.1714019217224884e-05
332,0.0016600000000000002,0.00021098739172539503,0.0001712187750671198,1.551151213286775e-05
333,0.001665,0.0001948461793640998,0.00013358343523792206,-2.6598011091637285e-05
